id,A1,A2,A3,A4,A5,A6,A7,A8
11366,87,15,0,78,86,40,77,68
46977,72,37,74,14,85,46,75,43
39630,32,12,34,6,29,11,33,88
46307,32,37,36,62,81,53,54,88
30946,57,62,99,44,68,94,5,14
47074,31,29,58,42,99,6,30,66
10253,58,17,45,1,56,81,37,94
33541,10,32,52,11,46,68,33,78
28826,43,7,22,69,93,0,52,88
45019,68,33,29,17,56,29,4,84
41376,46,92,49,61,40,80,44,58
11802,42,57,65,79,69,41,28,16
7105,29,23,35,77,87,19,2,53
40335,99,4,26,35,24,87,1,17
47823,61,53,17,53,19,1,85,67
6756,11,21,5,56,43,43,63,8
23593,30,17,77,42,81,44,36,97
8077,87,63,62,38,28,5,60,98
27771,95,21,31,96,19,73,24,26
41080,63,53,48,72,28,52,49,58
14992,55,67,94,96,41,76,33,4
25439,14,52,28,62,84,54,76,91
46912,23,6,4,30,62,40,75,33
22156,57,32,37,47,42,85,27,19
21300,5,54,56,91,97,70,28,45
23228,84,76,17,89,52,87,37,87
29433,30,0,90,1,12,80,29,86
23359,12,94,81,30,11,35,5,75
47754,26,50,45,10,32,90,28,8
13312,52,92,23,61,28,81,40,67
2732,65,35,24,36,57,2,91,53
49717,12,46,61,36,0,27,2,26
14180,86,26,78,13,57,10,34,95
46384,82,59,23,10,97,48,6,15
39691,68,11,32,1,9,91,86,18
35632,64,74,85,15,83,48,7,37
45169,60,0,55,64,32,3,27,15
14191,29,18,91,55,46,6,68,41
34088,96,60,35,20,4,59,39,23
49644,95,59,30,19,3,52,67,68
28555,14,35,85,48,97,17,33,44
11448,87,98,25,84,14,95,24,14
47217,89,58,31,70,83,90,19,5
22904,93,37,74,58,27,38,28,45
44849,85,98,18,62,8,81,6,20
18623,51,31,96,87,6,65,85,71
17844,43,8,37,8,50,22,6,30
6513,42,37,38,30,34,44,49,49
26309,87,16,21,74,56,29,16,8
32142,80,53,13,67,82,2,70,47
49545,29,84,66,15,52,23,1,70
6147,35,10,30,81,16,8,44,17
33625,31,7,84,17,29,26,5,54
22903,7,84,63,4,41,17,18,11
41490,21,90,43,66,74,53,15,25
5655,84,65,98,76,69,47,6,20
40755,58,41,15,82,74,91,81,79
32564,80,38,54,2,12,87,41,13
10525,30,74,68,58,58,3,72,49
45013,14,26,8,27,35,16,17,34
29749,85,88,4,12,36,33,87,58
49439,73,58,39,15,29,28,58,15
42443,41,18,58,21,51,77,11,54
32169,72,13,8,30,90,79,70,55
44903,68,86,49,38,66,45,48,20
25871,42,50,84,99,63,41,83,50
48533,8,98,25,32,36,72,78,55
26229,2,42,77,4,91,46,98,87
12084,41,16,5,49,98,30,75,72
22226,77,96,82,90,72,92,80,29
11373,60,44,42,66,91,94,24,42
27239,65,20,76,3,74,66,81,56
13390,51,32,42,56,96,36,17,30
42727,63,35,76,18,66,76,26,56
40869,79,29,37,21,8,12,43,78
851,74,21,84,52,78,45,50,82
40218,8,78,76,78,81,5,21,0
9339,15,5,4,13,16,31,34,14
45443,37,4,59,7,83,71,11,18
33492,68,99,53,6,49,99,17,33
39246,26,2,74,46,26,0,8,64
47487,45,39,68,22,86,86,62,58
30809,10,33,63,92,15,59,17,54
26986,49,52,94,24,16,21,8,88
24487,83,45,87,73,9,34,49,69
29263,75,65,99,54,37,37,42,78
47605,21,8,8,0,20,25,70,90
26353,50,55,36,30,18,85,9,60
40604,65,15,72,37,21,74,85,12
12894,87,2,6,81,98,98,39,29
34502,42,4,35,18,39,29,29,20
49807,65,24,20,72,8,0,46,28
7351,45,10,41,60,54,42,0,49
36392,86,2,87,68,80,68,38,95
13316,51,81,96,98,31,45,23,81
25508,2,19,94,99,91,76,50,23
39619,60,86,76,74,13,56,7,76
31319,24,15,18,18,58,64,61,56
11923,90,85,12,82,63,31,41,91
8921,17,71,28,26,79,56,50,31
21886,14,61,29,84,19,25,29,31
44119,12,75,9,47,2,76,42,69
218,15,55,75,38,95,40,33,22
15543,69,57,15,41,42,40,57,57
11841,88,27,95,48,42,53,55,50
44215,84,91,31,54,58,44,20,84
13073,81,39,21,65,78,20,5,45
36253,50,89,42,19,51,40,59,36
36095,41,26,14,3,38,37,66,98
2974,42,16,98,56,80,25,85,23
33483,19,73,76,23,15,80,73,87
47310,11,60,37,13,60,72,72,27
25841,73,41,61,40,87,35,90,98
47183,40,46,26,13,23,61,28,55
429,28,76,62,94,14,11,97,43
6113,35,71,65,62,68,92,67,2
5789,29,54,58,13,72,18,7,43
33837,17,72,56,5,51,98,13,49
606,51,44,77,66,88,82,55,75
14637,85,38,16,45,43,52,63,44
32619,64,88,99,87,19,47,21,54
35377,70,10,33,77,24,19,57,99
20730,90,51,39,55,66,21,78,91
7802,97,86,31,67,57,19,7,1
47911,5,61,19,0,0,59,24,70
38216,23,86,3,23,88,85,85,35
8830,30,43,29,65,63,40,49,38
11519,86,92,60,1,85,24,95,86
1940,44,6,73,13,48,82,19,42
38463,85,0,19,39,20,95,75,33
8837,18,59,6,58,56,43,32,11
11703,12,66,61,30,24,38,98,63
12467,19,63,67,84,50,10,48,41
38888,12,49,32,0,40,1,7,48
21339,23,67,47,17,16,60,62,12
45130,59,15,38,18,78,61,80,34
22760,63,68,40,66,45,69,32,50
16867,2,38,57,79,37,61,51,63
20028,98,43,48,14,39,18,67,42
28167,2,64,81,58,10,70,0,83
7683,80,38,15,30,71,15,18,64
6747,52,28,28,52,76,3,81,42
36526,57,69,15,74,38,79,13,1
8199,48,97,6,97,99,41,4,9
35819,23,98,92,30,78,53,47,28
22005,93,8,44,11,82,95,6,14
15243,89,79,24,91,3,80,88,45
21406,37,49,84,66,73,55,22,85
16886,96,95,25,81,52,24,0,93
7007,37,18,84,8,48,63,74,86
25664,66,57,66,95,28,36,39,6
46852,64,23,97,56,26,76,83,22
42191,6,3,82,51,5,74,30,9
12881,61,88,49,82,37,17,61,31
21361,28,74,23,45,9,45,28,42
26146,41,48,47,54,48,21,96,9
38111,48,81,22,30,23,64,41,36
32552,9,39,39,98,5,94,42,76
46633,8,41,28,99,45,81,62,22
18595,68,31,65,58,64,55,10,1
44272,59,16,80,51,42,54,61,0
13373,26,0,31,51,71,54,2,31
23268,30,0,37,14,9,86,66,84
13069,63,4,72,35,17,52,92,93
12819,36,91,13,22,29,84,0,38
4013,56,29,46,84,90,92,46,79
35061,39,18,17,70,79,83,91,68
38471,62,86,0,97,22,46,90,95
16088,40,11,71,92,17,89,21,6
22224,96,84,57,44,16,97,34,7
24950,82,66,41,70,21,68,74,77
28136,90,35,14,38,67,27,12,2
16923,62,54,5,80,48,34,38,86
18301,90,13,38,70,23,86,88,4
23313,10,79,85,21,98,25,90,36
12367,63,25,99,0,63,11,79,36
39102,7,33,97,2,6,37,66,60
10547,9,13,19,84,24,14,92,97
2377,87,27,16,19,47,20,69,85
27511,69,59,0,66,44,92,92,20
26477,89,69,83,84,8,7,16,28
2281,41,58,85,24,7,91,66,62
42927,99,0,36,13,30,47,13,32
41229,75,24,8,99,94,76,76,50
45241,25,16,66,98,19,69,80,34
14240,49,97,42,98,47,14,50,49
38268,95,37,19,42,20,10,54,1
10689,97,40,82,61,84,97,23,51
37012,19,33,62,96,90,95,0,50
30361,50,42,85,14,72,26,6,50
13770,98,22,78,12,52,19,92,41
11990,23,61,62,49,88,51,49,28
23032,87,63,22,1,42,49,27,39
7320,51,59,60,96,93,76,65,79
25154,46,71,56,0,66,20,92,2
9779,80,56,69,52,97,83,55,57
28652,0,1,53,51,97,95,93,53
41810,89,82,90,26,1,26,51,60
38232,45,29,63,29,59,74,79,44
24790,94,53,23,12,31,75,31,6
29011,53,76,26,18,40,98,4,43
41320,69,31,20,66,56,95,67,97
24459,36,44,22,12,57,54,55,16
29439,92,7,5,29,94,65,90,69
14129,78,87,75,70,56,28,35,68
19044,56,34,1,53,52,96,93,84
35808,85,70,1,84,37,59,50,25
16975,67,88,5,0,73,74,53,64
23325,55,39,98,66,44,76,65,15
35297,37,97,6,57,53,15,62,92
22840,48,78,54,72,81,92,70,42
42798,38,79,66,28,67,12,57,55
33311,26,93,10,25,17,0,65,60
1284,55,54,84,85,39,8,13,3
19150,44,37,45,79,86,97,90,36
7794,57,30,89,50,81,89,84,91
11742,31,33,49,98,29,9,31,69
562,50,55,52,85,93,70,36,37
29485,6,87,88,27,90,15,60,72
14147,84,36,97,18,99,71,13,5
46088,55,17,60,10,39,48,42,23
1435,34,39,29,30,79,85,7,96
32243,21,75,13,25,7,6,58,95
41744,18,67,84,66,67,8,17,60
32970,73,48,10,49,51,3,87,93
41375,77,51,15,22,68,56,87,19
22299,36,8,0,74,65,81,71,2
16501,13,8,69,67,83,45,33,41
10643,30,59,55,94,36,12,49,31
14522,61,5,98,76,90,38,95,18
5413,67,68,29,74,62,45,82,23
36293,45,62,87,51,58,82,82,27
11069,11,65,82,72,16,2,86,45
9568,82,42,58,57,83,91,91,82
1061,61,11,96,67,21,66,55,85
30835,58,25,24,0,65,65,51,24
115,39,95,0,4,37,48,72,65
45628,44,63,39,86,80,32,86,66
21860,74,67,21,81,24,68,98,55
3509,97,91,93,3,89,11,44,78
16649,82,75,40,90,21,93,65,18
47854,5,20,6,62,24,9,87,94
21622,16,46,92,32,71,16,29,24
18919,36,89,77,51,74,37,95,31
35674,34,90,42,34,89,87,6,2
324,77,5,86,97,50,66,21,48
36587,66,7,95,75,0,10,71,7
12143,40,61,11,49,72,21,13,86
25453,77,56,59,70,23,9,67,34
5418,61,24,13,63,43,43,48,53
28323,88,46,16,1,4,26,75,58
33543,51,99,38,52,64,22,16,54
39788,67,31,76,37,47,13,43,78
24244,1,23,91,31,82,82,98,79
42290,0,30,80,9,69,70,72,38
29078,62,32,80,97,83,35,61,51
117,43,42,46,6,1,50,17,26
36112,38,0,62,65,37,10,32,48
32259,44,84,48,46,90,73,42,39
20398,83,87,50,76,93,73,50,38
4902,39,61,31,78,93,55,43,93
34387,43,40,11,85,81,94,11,73
28527,97,6,34,21,35,63,59,12
417,19,57,17,42,65,58,25,39
46756,71,89,79,65,51,14,63,99
12897,67,24,18,59,72,15,7,9
5068,56,29,79,7,78,96,10,34
43179,74,19,68,89,39,3,45,59
21847,85,20,40,3,69,26,68,21
29987,23,96,85,72,3,28,13,9
8741,60,81,51,30,72,1,43,18
18444,5,88,16,92,82,10,93,19
22952,57,40,6,47,74,73,70,78
35123,75,75,63,53,28,57,35,64
44526,86,1,29,92,56,87,4,11
49713,76,92,83,85,3,41,80,71
45351,92,79,32,82,63,65,24,47
47225,29,96,35,23,73,45,98,39
21617,82,73,52,40,51,30,32,55
4417,6,80,90,34,2,53,17,56
45030,1,93,89,0,78,50,81,62
4882,61,51,55,23,40,58,35,28
2726,68,25,98,38,95,70,86,67
28891,84,66,62,20,63,56,49,88
8598,36,60,30,19,78,58,45,82
949,16,5,11,27,30,78,41,93
18207,94,21,54,65,20,70,71,38
43447,9,40,70,74,25,21,55,76
19653,90,42,66,72,92,41,73,98
16917,88,32,63,93,3,65,43,45
22414,80,82,24,40,85,0,35,14
5209,51,48,73,17,85,59,54,58
25385,38,82,92,95,86,62,6,79
10249,97,22,92,80,42,93,33,3
30579,20,33,63,62,39,9,41,48
27903,78,53,69,64,98,18,90,29
48824,27,1,37,7,67,34,22,70
20373,85,80,67,22,7,58,67,47
19105,90,80,2,63,91,28,27,2
49992,10,78,4,14,2,79,93,87
24365,68,87,93,77,92,33,79,68
12309,91,80,48,12,21,36,62,82
2878,85,83,80,17,73,25,20,49
6736,43,14,41,15,82,37,23,28
40657,49,13,8,0,44,55,32,91
15152,72,0,39,78,41,54,70,37
45677,67,97,9,43,15,82,95,93
23511,4,99,53,93,35,92,53,23
25136,87,11,99,57,15,70,21,59
25669,88,3,49,18,80,45,31,82
19739,87,52,51,28,16,65,85,39
7274,98,71,88,60,3,93,3,9
16089,48,85,2,33,76,31,6,91
31983,96,15,68,59,69,26,27,96
3430,61,0,36,38,7,39,40,63
42948,75,63,5,14,76,8,13,15
11975,89,8,6,86,54,84,97,39
20612,83,26,55,5,38,90,68,7
47200,78,5,95,45,17,57,67,45
22170,83,63,3,34,58,86,95,82
6512,79,33,0,30,47,96,80,57
33308,63,17,78,20,55,37,69,19
15317,20,40,57,3,61,47,64,1
5002,55,65,89,94,60,68,99,68
24498,19,98,61,47,85,78,79,13
1689,5,5,31,0,75,12,88,68
2955,53,4,25,90,58,81,21,23
4971,48,98,6,5,3,70,19,67
39793,6,45,96,29,38,8,24,13
44122,11,85,96,12,39,28,20,17
27748,67,39,72,52,25,31,47,85
7385,64,31,70,54,76,63,43,39
15631,38,57,80,4,39,98,90,21
47069,5,18,53,54,71,53,62,73
11040,57,36,11,96,90,92,21,86
8718,83,85,25,56,56,47,44,29
39966,29,76,36,83,83,17,14,24
14065,34,99,36,13,40,34,51,47
49759,18,21,1,87,42,62,86,58
30170,71,52,23,82,24,87,27,57
36219,90,93,20,50,56,3,65,80
25353,1,80,87,0,83,41,49,84
7679,74,9,77,50,47,65,64,62
22122,59,77,77,35,97,92,31,71
36915,54,60,70,73,19,96,88,54
46225,0,92,13,25,35,34,86,10
34169,46,32,64,63,92,96,68,7
38248,25,66,16,51,31,8,63,50
14389,46,68,1,10,13,15,35,1
2857,1,56,28,3,55,71,90,27
40468,10,8,32,2,56,55,30,28
23467,32,50,16,23,37,70,56,61
1387,76,63,88,23,32,82,63,46
12775,84,66,46,58,29,66,31,13
3930,36,2,7,56,33,4,59,35
21613,94,23,9,77,41,32,12,77
17403,19,46,30,69,42,35,77,96
21231,83,77,85,73,65,88,15,61
5600,53,13,0,91,99,26,54,40
29875,33,82,76,21,16,69,88,78
11998,17,62,61,7,50,21,92,55
47424,42,72,53,71,67,70,69,44
55,39,92,7,77,45,41,90,81
41139,40,57,29,72,16,45,99,45
26452,45,50,93,40,76,70,0,30
42444,84,7,65,52,78,94,40,29
29531,66,89,43,97,78,12,55,39
8013,30,30,45,25,22,58,73,95
15042,31,34,66,16,71,20,56,86
47723,46,62,41,22,30,16,97,1
2836,55,8,57,63,28,75,9,96
958,54,74,94,25,32,54,18,16
21212,32,5,64,9,98,73,63,48
34229,44,58,44,24,55,90,14,2
13796,21,79,57,79,49,84,66,84
30197,9,67,44,98,88,79,48,40
14359,21,50,29,86,66,90,43,13
21134,48,58,6,31,43,73,89,71
33151,92,92,74,54,47,33,83,60
35049,18,34,27,33,31,87,70,45
5388,42,24,11,62,23,19,11,17
2636,17,0,58,98,67,1,36,94
28793,79,63,67,34,24,41,58,27
45209,53,19,72,94,83,80,38,85
27522,62,75,84,96,85,37,97,45
40813,76,52,35,60,72,95,88,25
15104,13,8,91,92,23,8,90,15
21789,90,69,54,24,64,77,27,63
4063,60,13,8,34,95,58,40,73
9170,64,45,37,80,62,96,72,60
30597,79,78,61,70,17,3,76,74
41177,43,28,32,50,38,90,31,10
7808,77,9,38,10,96,62,79,57
22583,76,39,92,76,50,34,15,74
44833,87,25,91,57,19,45,31,78
23219,33,78,97,2,76,25,77,86
45765,21,28,39,73,6,37,24,90
14729,0,54,75,77,16,50,72,13
46687,90,83,19,51,95,17,96,60
10139,27,90,11,64,58,41,5,45
17615,41,65,45,34,34,27,4,7
23185,82,82,61,45,73,97,94,80
43994,17,12,35,12,97,26,79,45
522,30,19,89,28,92,91,42,35
14474,26,80,69,7,26,78,9,92
34190,19,21,56,68,82,63,48,80
20879,14,64,26,65,79,73,90,33
11857,60,88,0,9,85,51,84,84
17755,67,37,90,25,89,70,7,60
48942,49,17,56,81,74,44,43,18
37402,80,1,48,43,95,79,36,51
6688,53,16,43,97,35,86,37,5
36614,92,39,45,6,21,59,18,99
26191,49,78,57,53,93,5,30,73
10768,77,96,30,48,15,72,63,5
40569,98,34,74,99,45,36,48,76
10647,68,42,57,82,67,62,46,70
29185,65,47,87,73,33,43,81,76
45461,3,15,12,65,23,70,83,38
40566,25,30,45,72,63,33,64,63
35948,47,14,73,20,70,60,82,32
25167,25,38,75,45,7,29,99,83
20916,32,87,18,88,77,37,26,62
43152,45,23,67,47,91,80,23,79
17948,90,80,45,95,37,23,24,56
9481,47,30,15,55,98,48,2,97
20455,11,97,93,29,34,42,47,46
31577,19,95,92,30,80,85,93,21
44282,62,43,26,79,10,14,29,59
42544,45,84,50,44,99,38,33,46
10680,2,39,24,64,54,17,30,84
43655,59,30,1,15,62,48,66,94
13953,75,26,72,82,57,65,57,60
2170,73,5,96,93,18,82,46,3
41847,91,26,78,78,54,24,18,59
18751,71,57,80,93,9,22,4,21
48148,75,48,97,79,35,86,57,79
31456,26,95,75,22,28,73,43,79
13415,67,88,76,65,71,24,31,11
16633,1,42,99,44,68,61,57,83
34467,46,93,24,22,67,22,6,59
13664,78,25,59,24,8,34,41,97
13137,60,16,1,99,81,42,84,57
28074,9,76,83,84,80,11,96,0
24993,47,68,43,67,30,96,14,66
17852,45,27,63,45,86,92,88,76
36131,61,93,14,7,78,83,9,12
3691,19,63,0,83,0,95,43,84
28442,45,10,1,69,91,50,61,33
2181,99,54,90,63,37,44,74,71
43259,73,15,23,61,42,75,11,78
38759,16,44,43,13,47,36,39,43
1070,48,35,93,6,77,11,79,94
36971,54,15,29,53,92,31,82,27
1745,34,13,98,39,29,34,20,86
29884,36,42,60,11,73,29,52,62
32649,12,34,45,84,46,60,31,21
1164,70,41,12,64,60,54,47,39
19403,28,93,46,34,17,90,42,6
8546,45,19,47,60,36,59,13,37
31130,17,33,62,31,35,54,37,24
471,72,29,14,4,25,50,85,30
26621,5,34,95,54,26,16,9,14
42285,72,85,11,68,63,54,58,58
9662,64,16,41,33,50,88,1,78
16654,13,79,2,71,16,25,33,88
49661,64,80,70,71,53,26,29,85
981,80,99,26,87,34,21,93,93
23940,35,94,40,68,56,46,33,33
31756,60,95,69,82,7,79,95,68
1737,18,69,99,18,19,22,46,11
14306,6,9,53,43,23,65,93,99
34493,31,2,90,57,65,25,54,94
28471,32,87,42,60,71,61,7,73
11429,4,64,87,82,22,44,28,80
45591,64,72,78,29,47,61,87,94
36257,76,4,57,6,47,28,71,76
20157,8,58,30,58,54,35,35,52
41224,27,10,47,87,45,46,1,17
13416,64,17,79,98,23,40,80,33
29650,21,11,99,5,50,95,30,84
35940,37,33,91,10,67,55,80,84
36959,61,19,25,8,36,75,19,97
34097,94,23,97,83,26,26,72,58
1477,51,71,35,23,42,74,43,52
46584,97,80,66,73,30,77,65,62
9304,94,57,14,70,16,37,2,98
33690,40,85,57,70,24,27,62,43
9355,72,35,33,94,68,97,80,23
7707,31,21,25,15,38,16,78,65
29296,3,20,20,31,99,21,55,17
46926,34,6,89,37,72,95,5,20
39763,58,10,13,60,45,19,32,61
12606,11,74,93,41,83,61,10,59
8940,9,32,77,40,11,97,72,74
20988,17,14,87,83,88,34,90,51
8355,51,86,99,35,74,60,53,6
28329,80,31,8,60,96,49,81,85
8176,74,24,46,38,67,38,47,16
24103,5,86,23,39,6,62,30,17
17567,20,30,30,71,18,36,91,31
31225,70,39,86,76,82,60,85,16
46522,67,12,68,42,69,31,67,58
29004,99,17,1,15,59,77,15,38
36091,97,90,71,88,74,65,75,14
2049,83,97,15,72,61,94,84,56
48299,22,65,74,67,63,84,55,92
18910,11,74,11,31,82,75,50,73
19443,31,38,78,28,2,61,62,45
7094,78,70,23,63,48,58,13,64
33733,95,52,6,82,58,6,78,73
9604,55,91,93,88,49,62,54,88
12015,13,15,89,33,22,63,81,91
15148,76,89,45,25,33,62,24,91
14663,18,96,27,40,41,95,71,70
39353,54,12,87,66,19,72,34,40
36120,95,25,69,99,27,77,21,24
15518,5,41,71,18,34,34,1,17
39779,25,73,52,61,62,43,70,84
19399,25,63,34,2,34,64,46,20
49934,42,4,38,38,66,38,62,56
1593,54,25,30,46,69,8,61,96
26536,21,15,58,99,27,53,71,73
12240,16,74,20,83,85,64,0,24
34810,21,42,53,97,5,52,39,72
33742,99,37,74,76,56,67,19,91
25390,45,14,13,84,23,1,32,61
41402,6,42,53,33,3,25,13,15
36019,41,87,25,38,22,45,21,3
7046,29,95,64,9,83,82,79,54
22878,62,68,46,39,6,36,33,75
31144,24,73,42,30,95,3,3,83
2754,38,29,32,0,49,44,99,81
33204,80,1,93,40,71,21,16,63
9043,23,62,85,50,34,19,83,4
22651,83,83,56,80,29,38,0,15
12831,47,36,48,33,86,40,11,38
4026,64,8,74,37,25,78,58,37
40137,85,93,88,5,41,91,93,69
14587,46,30,11,75,15,77,80,30
2063,88,89,98,37,53,11,90,56
39101,0,81,10,46,53,78,31,85
18012,4,37,21,81,79,13,14,51
49248,47,37,13,75,26,86,91,62
1575,99,64,31,34,44,1,61,10
49311,13,22,34,42,2,39,15,46
30497,92,91,5,36,33,61,96,29
48395,65,92,39,12,29,78,14,76
38278,50,79,81,14,45,59,53,68
24421,0,98,82,52,97,72,55,23
13616,72,52,81,41,47,83,46,10
47420,12,38,1,77,58,68,88,3
27606,92,78,13,50,71,84,80,64
12629,29,57,60,61,52,2,89,34
7583,3,13,84,33,48,10,31,60
42428,33,42,22,72,3,39,16,77
26858,32,0,84,60,66,68,75,55
21595,85,77,32,97,23,34,9,33
22803,82,40,14,21,89,87,84,36
45584,56,72,40,59,55,40,95,40
21389,16,93,53,88,12,23,68,36
38784,61,93,58,84,97,84,7,89
29715,28,11,10,78,74,70,45,18
39859,24,21,24,56,85,55,70,37
29292,15,88,75,54,52,72,62,88
44594,26,37,34,22,53,12,89,45
30541,84,53,64,41,32,31,92,60
30128,84,25,49,74,21,46,47,62
215,40,73,3,22,22,89,73,35
7617,49,24,92,16,62,85,94,89
5448,89,33,56,20,99,43,31,3
39714,66,37,16,67,20,65,46,62
31031,84,69,39,11,62,34,48,6
36688,31,82,49,3,87,87,76,83
13,75,93,8,31,28,20,34,7
5360,34,87,62,89,58,82,65,76
22632,34,82,10,99,88,13,40,45
48245,99,73,29,61,94,36,72,55
31809,59,53,33,33,63,57,72,44
49153,91,83,49,54,81,43,98,38
32199,95,1,83,9,80,34,34,23
2922,40,29,44,32,3,21,54,51
2675,56,35,95,1,62,75,98,6
13290,55,56,33,33,50,69,22,99
38521,85,42,34,63,29,69,62,47
18042,45,29,82,90,20,40,46,3
37657,56,61,8,72,99,1,1,88
15729,71,91,15,57,43,52,56,86
20646,14,60,50,89,59,75,35,76
44377,8,50,42,71,0,94,71,8
29548,26,41,94,28,66,97,1,24
7688,71,57,51,62,32,93,69,34
45401,82,2,47,16,12,63,20,18
6207,16,91,55,70,17,58,31,65
44687,78,54,89,38,30,7,28,53
19329,43,61,27,12,43,12,44,79
34764,62,36,86,57,56,38,73,24
29798,35,42,59,79,23,17,59,7
10437,82,68,36,60,63,65,84,81
27123,10,79,29,13,57,49,66,84
36003,71,94,93,37,32,23,24,98
23760,22,98,77,76,55,3,55,76
35930,0,74,36,72,12,45,93,32
8220,83,0,77,90,45,48,78,46
35284,13,65,11,72,41,35,49,29
45210,4,45,87,58,18,41,9,52
40157,95,88,13,5,86,68,14,39
49655,7,96,93,84,3,95,96,17
31363,53,85,65,6,61,3,88,69
34876,13,48,73,73,56,69,71,56
42593,48,96,39,2,78,14,18,44
25981,75,64,63,10,37,83,4,40
26969,42,88,32,22,96,61,22,89
6587,96,73,96,41,40,47,29,35
39974,52,62,81,37,29,3,67,47
37242,95,85,11,3,28,98,44,7
23081,52,91,27,1,58,83,56,84
19704,55,96,99,41,15,43,53,68
2982,8,26,88,7,76,50,84,88
5866,96,65,3,24,73,72,41,62
13623,70,57,77,64,72,54,61,10
13989,44,3,14,14,13,35,2,54
24799,24,68,12,3,36,44,83,83
27473,30,9,97,95,11,21,66,21
28206,60,90,59,88,54,40,37,75
26259,75,57,92,55,10,44,10,95
39855,66,81,41,94,31,36,76,14
45312,62,44,83,48,74,64,26,19
23588,20,43,55,58,71,35,8,8
30439,87,12,18,21,0,99,46,3
47100,3,60,63,48,53,92,29,99
11048,57,72,31,21,4,22,35,5
22917,7,69,69,41,52,40,27,88
22773,61,75,88,11,52,17,93,88
34951,11,53,20,18,71,84,96,61
177,12,13,39,86,80,34,22,10
22698,33,91,77,55,40,94,14,55
43430,93,88,53,74,62,1,44,45
21115,75,86,14,70,24,38,77,44
40836,90,42,2,75,57,22,95,85
9250,38,18,49,73,85,89,28,50
39061,82,19,80,27,41,34,58,63
10701,35,76,82,63,38,11,76,13
21670,53,42,78,28,8,99,1,35
9404,57,74,43,24,88,29,92,92
11320,6,20,84,21,41,34,14,12
41639,22,8,77,69,56,1,75,68
39956,31,54,58,9,49,59,91,51
35714,37,45,71,35,77,38,7,55
2034,59,13,44,65,57,11,61,3
2326,94,1,16,35,69,7,23,64
38384,62,55,94,3,72,36,56,42
23280,33,76,35,10,95,11,90,14
42743,56,33,73,11,48,36,11,91
1390,92,8,15,50,81,8,50,45
6212,94,94,27,64,83,7,0,21
33918,23,64,33,50,73,91,21,96
30099,40,19,45,95,31,59,91,81
17758,22,87,34,19,14,11,82,81
15170,63,99,69,6,49,43,81,81
44938,23,53,2,1,41,94,24,8
40055,97,50,53,30,48,53,43,40
41921,91,4,52,1,68,84,3,16
15378,34,59,62,23,84,93,91,63
26434,44,46,42,13,80,0,14,87
3018,65,77,93,46,13,76,94,58
9504,98,57,0,41,75,21,33,63
44207,83,14,79,22,39,86,21,18
33453,69,81,95,92,94,94,39,33
45821,2,65,42,49,55,89,5,84
9360,94,15,3,66,20,28,5,70
47118,3,11,61,0,82,62,10,23
28587,71,99,27,92,58,79,73,21
42968,19,41,63,23,47,79,6,2
30811,20,51,95,79,29,80,99,26
43574,79,65,51,61,7,92,94,89
3711,58,59,65,71,38,87,6,71
27827,30,77,76,72,30,1,13,2
32667,13,58,4,93,33,30,59,61
42304,25,0,26,74,97,95,85,82
48959,88,99,29,7,80,93,9,24
11945,27,81,1,89,6,10,49,35
33407,62,74,14,25,50,89,12,51
6787,44,17,89,29,29,61,63,71
16080,62,14,14,97,66,80,38,83
16287,22,3,64,69,98,97,5,17
25639,55,56,4,95,40,26,4,66
6963,80,44,8,19,53,41,77,53
40892,67,31,66,49,59,22,84,51
23485,71,56,77,48,37,57,43,10
44994,24,25,61,92,15,99,27,31
44077,87,34,66,27,23,41,38,35
41775,31,82,9,28,73,88,0,83
48619,90,60,72,53,34,33,52,0
30397,75,45,13,74,45,10,8,85
21188,51,69,99,18,49,29,39,3
36794,31,41,67,87,90,21,56,26
36424,8,9,44,79,92,96,64,82
24378,6,7,59,22,65,36,70,32
40058,5,61,23,54,39,76,3,21
6786,70,90,15,72,97,39,58,39
9956,41,54,59,18,95,99,53,5
14158,15,8,23,18,77,44,86,3
13255,19,60,78,94,26,85,42,85
14620,94,5,18,38,63,74,25,56
36993,68,79,9,65,47,79,86,30
22849,39,61,50,31,23,1,58,48
40870,98,24,92,55,50,17,91,89
30187,77,54,60,47,46,12,85,22
48371,2,68,43,61,93,85,46,63
7284,44,7,85,89,78,51,98,55
45633,24,13,4,44,99,76,59,59
25509,7,92,42,9,46,80,28,48
20080,15,85,46,75,91,6,54,72
1268,20,24,79,62,20,62,48,26
38113,58,53,67,15,24,85,94,27
30095,17,42,72,88,97,9,57,45
42517,5,95,77,68,98,34,77,39
38570,86,15,15,91,46,17,14,33
8189,0,35,82,2,36,31,72,57
6969,19,12,64,58,46,70,39,92
21035,7,74,94,84,13,47,56,7
3832,53,83,36,40,28,7,1,52
26785,80,47,73,91,12,77,89,55
45423,37,63,46,5,54,64,63,73
37620,53,47,84,80,9,4,36,82
35190,35,86,32,95,0,83,6,27
12555,77,42,47,61,51,61,8,24
759,47,87,8,17,4,30,90,53
13822,19,76,98,65,27,9,46,26
34855,99,19,39,81,3,33,80,31
20711,2,52,49,98,16,62,41,91
45720,41,72,91,78,91,18,18,94
28313,20,86,96,34,10,36,21,52
33930,11,78,11,2,86,45,98,51
1030,65,66,17,11,54,92,68,34
